id,size,E,avgD,approx.Treewidth,Nodeconnective,diameter,cluster,max_matching,mvc,maxcut,degree_assort,attr_assort
133,30,45,3.0,4,1,8,0.2012698412698412,13,24,34,0.0519999999999997,-0.1303377058331007
134,30,48,3.2,5,1,10,0.0896825396825396,12,22,39,-0.0964912280701758,-0.1103614457831325
135,30,37,2.466666666666667,3,1,11,0.0333333333333333,11,20,31,-0.2522349936143031,-0.0626246509772636
136,30,38,2.533333333333333,3,1,13,0.1577777777777777,13,21,33,0.3348554033485537,0.0917501927525057
137,30,36,2.4,2,1,13,0.1133333333333333,10,16,31,-0.2561837455830392,-0.029016890428757
138,30,44,2.933333333333333,3,1,8,0.206984126984127,12,21,35,0.056118071048567,-0.0537383177570093
139,30,37,2.466666666666667,3,1,14,0.0,12,19,35,-0.1697594501718223,-0.0733279613215149
140,30,42,2.8,4,1,10,0.2011111111111111,12,21,36,0.1782220331773712,-0.0775969962453066
141,30,43,2.8666666666666667,3,1,8,0.0879365079365079,12,20,33,0.0699162223914695,-0.054054054054054
142,30,60,4.0,5,1,7,0.3073809523809523,14,22,42,0.2124822096884716,-0.1107624725447129
143,30,52,3.466666666666667,4,1,12,0.4063492063492064,14,24,37,0.4163591635916379,-0.0384855419180362
144,30,34,2.2666666666666666,2,1,12,0.0,12,20,30,-0.1079059829059831,-0.0569948186528497
145,30,45,3.0,3,1,13,0.3022222222222223,12,20,37,-0.0041161178509531,-0.0562227074235807
146,30,45,3.0,3,1,10,0.2138095238095238,12,22,38,0.0289516274051434,-0.0441988950276243
147,30,35,2.333333333333333,2,1,12,0.1233333333333333,12,19,29,0.0446650124069475,-0.0476190476190476
148,30,54,3.6,4,1,10,0.2657142857142857,11,21,48,0.0114911811865322,-0.0317800740885163
149,30,33,2.2,2,1,20,0.1,12,20,29,-0.0725000000000006,-0.0116279069767441
150,30,38,2.533333333333333,4,1,9,0.0611111111111111,13,20,35,0.1196911196911182,-0.0199386503067484
151,30,43,2.8666666666666667,3,1,6,0.1401587301587301,12,18,35,0.0414012738853502,0.0096969696969696
152,30,35,2.333333333333333,3,1,9,0.1055555555555555,11,19,32,-0.2962962962962952,-0.0099188458070333
153,30,37,2.466666666666667,3,1,11,0.1531746031746031,10,16,32,-0.1502033701336436,-0.0024630541871921
154,30,41,2.7333333333333334,3,1,8,0.0987301587301587,12,17,33,0.0486526946107783,-0.0266886326194398
155,30,68,4.533333333333333,7,1,7,0.1974194324194323,12,22,53,0.1856816292601818,-0.0817064352856109
156,30,42,2.8,3,1,9,0.1666666666666666,12,22,34,0.3463576158940395,-0.0044052863436123
157,30,37,2.466666666666667,3,1,12,0.1177777777777777,13,22,31,0.1501766784452294,-0.031570315703157
158,30,34,2.2666666666666666,2,1,13,0.1,13,21,32,0.0555555555555547,-0.0361904761904762
159,30,44,2.933333333333333,3,1,11,0.1784126984126984,14,20,36,0.1976017986510101,-0.0289389067524115
160,30,37,2.466666666666667,3,1,18,0.1555555555555555,11,20,32,-0.1880128433820913,-0.0527196652719665
161,30,46,3.066666666666667,4,1,16,0.2133333333333333,12,21,37,0.1342403628117909,-0.008087659796504
162,30,39,2.6,3,1,8,0.1311111111111111,12,21,35,0.1748110831234255,-0.0437613019891501
163,30,34,2.2666666666666666,3,1,12,0.0222222222222222,14,21,29,0.1052631578947367,-0.0426449448969813
164,30,40,2.6666666666666665,3,1,15,0.1988888888888889,13,20,34,0.0419161676646701,-0.0519031141868512
165,30,39,2.6,3,1,9,0.0777777777777777,14,22,36,0.1356615177971775,-0.0544391669711362
166,30,40,2.6666666666666665,3,1,7,0.1026984126984127,13,21,36,0.1461100569259958,-0.0590631364562118
167,30,34,2.2666666666666666,2,1,17,0.0877777777777777,12,19,28,0.1355932203389827,0.0063321967851924
168,30,33,2.2,2,1,11,0.0,10,18,29,-0.2723627390499692,-0.029106029106029
169,30,35,2.333333333333333,2,1,11,0.11,11,21,29,0.0571742715777896,-0.0256410256410256
170,30,44,2.933333333333333,4,1,8,0.2155555555555555,11,18,34,-0.0697445972495097,-0.0267501422879909
171,30,49,3.2666666666666666,4,1,7,0.2926984126984127,12,21,37,-0.1598627787307027,-0.0191818812110007
172,30,35,2.333333333333333,2,1,11,0.0655555555555555,12,18,32,-0.2909174734900887,-0.0389610389610389
173,30,37,2.466666666666667,3,1,14,0.1388888888888888,13,20,33,-0.0763636363636382,-0.0173877881116053
174,30,66,4.4,6,1,6,0.2838095238095237,10,19,53,0.2686648501362391,-0.0849772382397572
175,30,41,2.7333333333333334,3,1,9,0.1766666666666666,12,20,34,-0.0014367816091948,0.009467841984982
176,30,59,3.933333333333333,5,1,7,0.3122619047619047,12,19,45,-0.0549899399422112,-0.044079794079794
177,30,45,3.0,3,1,8,0.2071428571428571,12,19,38,0.0740149944169728,-0.0491257285595337
178,30,32,2.1333333333333333,3,1,11,0.0,12,18,27,-0.2197309417040358,-0.0275229357798165
179,30,35,2.333333333333333,3,1,11,0.0222222222222222,13,21,30,0.103483606557378,-0.0908281389136242
180,30,46,3.066666666666667,4,1,7,0.1455555555555555,13,21,38,-0.095238095238095,-0.0634408602150537
181,30,36,2.4,3,1,16,0.1444444444444444,12,21,33,0.2492179353493228,-0.0008424599831507
182,30,45,3.0,4,1,8,0.1977777777777777,11,20,37,-0.0814124570868076,-0.0585339168490153
183,30,38,2.533333333333333,3,1,14,0.1822222222222222,11,17,30,0.0080918820151387,-0.0466717674062739
184,30,45,3.0,3,1,11,0.2368253968253968,11,19,34,0.0349175557710957,-0.0648023662274805
185,30,36,2.4,3,1,11,0.05,12,21,30,-0.0810810810810815,-0.0755441741357234
186,30,46,3.066666666666667,3,1,11,0.4387301587301587,12,20,36,0.2595210051040423,0.017196456487754
187,30,34,2.2666666666666666,2,1,16,0.2,12,19,29,-0.2331606217616577,-0.0047664442326024
188,30,40,2.6666666666666665,3,1,14,0.2611111111111111,12,22,34,0.0435033131662347,-0.0868787987129067
189,30,57,3.8,5,1,6,0.2468518518518518,11,18,47,0.0527434206941639,-0.0627118644067796
190,30,54,3.6,5,1,6,0.286005291005291,13,22,45,0.1897366644159351,-0.0824980724749421
191,30,38,2.533333333333333,3,1,9,0.0322222222222222,12,20,35,0.3176206509539837,-0.0498848810437451
192,30,35,2.333333333333333,3,1,10,0.0531746031746031,11,18,30,-0.1811894882434309,-0.0748560460652591
193,30,37,2.466666666666667,3,1,16,0.1577777777777777,13,19,32,0.0549169859514676,-0.0511363636363636
194,30,46,3.066666666666667,4,1,7,0.2295238095238095,11,17,39,-0.124784429662479,-0.0591700133868808
195,30,35,2.333333333333333,2,1,16,0.0888888888888888,12,20,30,0.1561423650975872,-0.046195652173913
196,30,33,2.2,2,1,17,0.1222222222222222,13,22,29,0.0020161290322583,-0.0076335877862595
197,30,40,2.6666666666666665,3,1,15,0.1722222222222222,14,22,33,0.2571959145775299,-0.0375043813529618
198,30,39,2.6,3,1,9,0.1111111111111111,13,22,31,0.300672430355427,-0.0182767624020887
199,30,55,3.6666666666666665,4,1,7,0.3381746031746032,13,25,44,0.0330971387568386,-0.0738625897955424
200,30,37,2.466666666666667,2,1,13,0.2522222222222222,13,20,31,-0.2601184600197436,-0.062782109150595
201,30,43,2.8666666666666667,4,1,9,0.1241269841269841,11,19,36,0.1685800604229603,-0.078853046594982
202,30,43,2.8666666666666667,4,1,7,0.1081746031746031,12,21,34,0.0507206714103264,-0.0512820512820512
203,30,42,2.8,3,1,11,0.1966666666666666,11,18,36,0.1701142327878979,-0.0259943626683369
204,30,48,3.2,4,1,12,0.2311111111111111,11,20,39,0.2428487345497352,-0.0827933765298776
205,30,48,3.2,5,1,8,0.2477777777777777,11,21,38,0.0233016081391552,-0.0158730158730158
206,30,39,2.6,3,1,9,0.062037037037037,12,19,35,-0.0997360744547855,-0.054054054054054
207,30,32,2.1333333333333333,2,1,24,0.1777777777777777,12,20,27,-0.009009009009009,-0.0497539639147074
208,30,40,2.6666666666666665,4,1,7,0.1044444444444444,13,21,34,0.1789215686274523,-0.0418094585332419
209,30,38,2.533333333333333,2,1,14,0.2488888888888888,12,21,32,-0.1271186440677968,-0.0857142857142857
210,30,45,3.0,4,1,8,0.1063492063492063,13,21,38,0.0790012279983635,-0.0770943501252435
211,30,38,2.533333333333333,3,1,10,0.0838095238095238,12,20,34,-0.1161814843954891,-0.0484824595979503
212,30,36,2.4,3,1,14,0.1155555555555555,11,19,29,-0.0097389949357231,-0.0579345088161209
213,30,34,2.2666666666666666,3,1,14,0.0,10,19,31,-0.1525423728813564,-0.0614947965941343
214,30,33,2.2,2,1,15,0.0555555555555555,13,20,30,-0.2097759674134416,-0.0174717368961973
215,30,37,2.466666666666667,3,1,14,0.12,11,18,31,0.2712121212121208,-0.0575745202123315
216,30,41,2.7333333333333334,3,1,7,0.1625396825396825,9,16,33,-0.0354509803921566,-0.054054054054054
217,30,31,2.066666666666667,2,1,23,0.0555555555555555,11,18,25,-0.2916666666666658,0.0130756111426947
218,30,37,2.466666666666667,3,1,18,0.1055555555555555,14,21,34,0.0133333333333318,0.0020433183489987
219,30,40,2.6666666666666665,4,1,17,0.2355555555555555,12,19,31,0.3093922651933692,-0.1020840692334864
220,30,53,3.533333333333333,4,1,8,0.2879365079365079,11,22,40,0.1103650860260174,-0.0013776815587482
221,30,41,2.7333333333333334,3,1,9,0.1777777777777777,13,20,33,0.01323706377858,0.0026298487836949
222,30,36,2.4,2,1,13,0.1233333333333333,13,21,32,0.1363636363636359,-0.0750853242320819
223,30,37,2.466666666666667,3,1,11,0.1211111111111111,12,20,31,0.025184037194885,-0.0161550888529886
224,30,43,2.8666666666666667,3,1,12,0.3011111111111111,13,20,34,0.1922462030375697,-0.026865671641791
225,30,33,2.2,2,1,13,0.0555555555555555,13,22,29,-0.1292775665399226,-0.033855482566953
226,30,34,2.2666666666666666,3,1,12,0.1055555555555555,11,21,31,-0.2121212121212113,-0.0972947318462268
227,30,49,3.2666666666666666,4,1,8,0.2611904761904762,11,20,42,0.0172482952266346,0.0026035502958579
228,30,35,2.333333333333333,2,1,12,0.1122222222222222,13,21,31,0.0549999999999988,-0.013116236996834
229,30,35,2.333333333333333,3,1,11,0.1088888888888889,11,19,30,-0.323943661971832,-0.0759493670886076
230,30,34,2.2666666666666666,2,1,13,0.1055555555555555,11,20,30,-0.0663449939686372,-0.0095785440613026
231,30,36,2.4,2,1,10,0.0688888888888888,12,21,32,0.1527531083481343,-0.055627425614489
232,30,33,2.2,2,1,23,0.1388888888888889,12,19,29,0.0037735849056594,0.0040241448692152
233,30,34,2.2666666666666666,3,1,9,0.1199999999999999,11,20,30,-0.1662938105891131,-0.0877363063499757
234,30,49,3.2666666666666666,3,1,8,0.2661111111111111,12,20,39,0.0693988290732543,-0.0564799625029294
235,30,38,2.533333333333333,3,1,9,0.1255555555555556,14,23,33,-0.0819444444444461,-0.0110224249334853
236,30,39,2.6,3,1,18,0.2711111111111111,12,23,33,0.2731182795698936,-0.0100719424460431
237,30,43,2.8666666666666667,4,1,12,0.2175925925925925,13,21,36,0.11909169443416,-0.0462287104622871
238,30,43,2.8666666666666667,4,1,13,0.2355555555555555,13,21,35,0.2931751976695798,0.0069887572166514
239,30,46,3.066666666666667,3,1,7,0.3059259259259259,13,21,37,0.0022328548644347,-0.0271132376395534
240,30,51,3.4,5,1,9,0.2429629629629629,12,20,41,0.0801603206412823,-0.0303030303030303
241,30,39,2.6,2,1,9,0.0966666666666666,11,18,35,-0.0575642245480496,-0.0645518258945039
242,30,40,2.6666666666666665,3,1,7,0.2077777777777777,12,18,32,0.0058479532163734,-0.0425240054869684
243,30,38,2.533333333333333,3,1,15,0.1844444444444444,14,21,32,0.0823863636363638,-0.0031055900621118
244,30,47,3.1333333333333333,4,1,13,0.295079365079365,12,19,36,0.2525860737995975,-0.0366760707873813
245,30,59,3.933333333333333,5,1,5,0.297010582010582,11,19,43,-0.0100184806925396,0.0178125520226402
246,30,34,2.2666666666666666,2,1,12,0.05,13,22,30,-0.2800734618916439,-0.063019052271617
247,30,33,2.2,2,1,17,0.0822222222222222,11,17,29,-0.2663230240549826,-0.075356415478615
248,30,35,2.333333333333333,2,1,10,0.1555555555555555,11,18,32,-0.0311447811447816,-0.043831902394939
249,30,39,2.6,3,1,12,0.1466666666666666,13,22,32,0.5128690386071159,-0.0696499458679177
250,30,43,2.8666666666666667,4,1,7,0.1431746031746031,12,20,38,0.1795171339563864,-0.055688622754491
251,30,44,2.933333333333333,4,1,7,0.1281216931216931,11,17,37,-0.0869908015768724,-0.0848623853211009
252,30,44,2.933333333333333,3,1,10,0.317936507936508,13,22,34,0.1314156796390296,-0.088659793814433
253,30,41,2.7333333333333334,4,1,17,0.0457142857142857,13,21,39,-0.0089890951959921,-0.0019815059445178
254,30,39,2.6,3,1,10,0.1555555555555555,13,20,33,-1.5192525600133794e-15,-0.0376940133037693
255,30,40,2.6666666666666665,3,1,9,0.1844444444444444,14,22,34,0.1417218543046351,-0.032258064516129
256,30,32,2.1333333333333333,3,1,17,0.0,11,19,29,-0.3798767967145791,-0.1040431266846361
257,30,36,2.4,3,1,11,0.1144444444444444,12,19,31,0.1999999999999999,0.0154389060432289
258,30,40,2.6666666666666665,4,1,14,0.0811111111111111,12,20,33,0.3006622516556292,-0.0256410256410256
259,30,48,3.2,5,1,6,0.208095238095238,13,22,39,0.1039823008849561,-0.1241766284459624
260,30,33,2.2,2,1,17,0.1,12,21,28,0.0037735849056602,0.0103412616339193
261,30,38,2.533333333333333,3,1,9,0.05,11,19,33,0.0894134477825469,-0.0238645111624326
262,30,37,2.466666666666667,3,1,8,0.0,13,22,32,-0.0871327254305987,-0.0562805872756933
263,30,37,2.466666666666667,4,1,15,0.1533333333333333,13,21,31,0.6156509695290842,-0.0494327390599676
264,30,60,4.0,6,1,7,0.2359475709475709,13,21,47,0.1142300194931775,-0.0807394533101595
265,30,48,3.2,3,1,10,0.2603703703703703,13,18,39,0.0388888888888886,-0.0454985479186834
266,30,36,2.4,2,1,15,0.1488888888888889,12,21,30,-0.1505154639175265,-0.0783055198973042
267,30,37,2.466666666666667,3,1,17,0.2144444444444444,12,19,29,0.0639147802929425,-0.108502024291498
268,30,37,2.466666666666667,3,1,20,0.05,14,24,35,0.1956521739130425,0.0727566693613581
269,30,45,3.0,4,1,8,0.1579629629629629,12,22,40,0.018456375838926,-0.0705394190871369
270,30,36,2.4,3,1,12,0.0944444444444444,14,22,30,0.0990615224191873,-0.0171232876712328
271,30,36,2.4,3,1,11,0.1555555555555555,13,22,30,0.1499999999999996,-0.1053304904051172
272,30,38,2.533333333333333,3,1,8,0.0923809523809524,11,19,32,-0.038819026790596,0.0226032735775526
273,30,34,2.2666666666666666,2,1,12,0.2055555555555555,11,18,28,-0.402432575356954,-0.0090952608903781
274,30,36,2.4,3,1,12,0.1411111111111111,12,21,32,0.0761828388131508,-0.0718843045512548
275,30,38,2.533333333333333,3,1,13,0.1644444444444444,13,21,31,-0.0482758620689672,-0.0692015209125475
276,30,36,2.4,2,1,11,0.1444444444444444,11,19,32,-0.2252252252252258,-0.0250215703192407
277,30,52,3.466666666666667,4,1,6,0.1911904761904761,14,22,45,-0.0551812640359322,-0.0408858603066439
278,30,37,2.466666666666667,3,1,21,0.1622222222222222,12,20,30,0.107868020304568,-0.0392399834779017
279,30,39,2.6,3,1,9,0.0455555555555555,12,20,37,-0.2129186602870801,-0.0743022834360275
280,30,39,2.6,3,1,20,0.2077777777777777,11,20,33,0.3807596513075968,0.004739336492891
281,30,38,2.533333333333333,3,1,10,0.1933333333333333,12,20,32,-0.2873831775700933,-0.1056661562021439
282,30,37,2.466666666666667,3,1,12,0.1333333333333333,11,17,33,-0.1570360299116238,-0.019036046982584
283,30,32,2.1333333333333333,2,1,11,0.0,12,20,28,-0.2322503008423586,-0.0480349344978165
284,30,35,2.333333333333333,2,1,12,0.0555555555555555,11,20,30,-0.1538461538461537,-0.043360433604336
285,30,38,2.533333333333333,3,1,8,0.1033333333333333,11,18,34,-0.1775210084033608,-0.0338126700349786
286,30,34,2.2666666666666666,3,1,20,0.0222222222222222,13,22,28,0.3333333333333331,-0.090566037735849
287,30,35,2.333333333333333,3,1,19,0.0922222222222222,12,21,28,0.3666844065992557,-0.0740072202166065
288,30,39,2.6,4,1,10,0.0533333333333333,10,18,34,0.0865580448065179,-0.0411255411255411
289,30,35,2.333333333333333,2,1,13,0.1322222222222222,10,14,31,-0.3503858245212927,-0.0634495084897229
290,30,46,3.066666666666667,4,1,8,0.1146031746031745,13,21,39,0.2484558677027298,-0.0120481927710843
291,30,34,2.2666666666666666,2,1,13,0.0944444444444444,13,23,30,0.1797346200241255,-0.1030534351145038
292,30,41,2.7333333333333334,3,1,9,0.1699999999999999,11,18,36,-0.0218844984802455,-0.021639344262295
293,30,41,2.7333333333333334,4,1,8,0.1347619047619047,13,20,34,-0.1197671815536156,0.0286278381046396
294,30,36,2.4,3,1,11,0.1688888888888889,12,21,30,-0.1509769094138556,-0.0259067357512953
295,30,45,3.0,4,1,8,0.1969841269841269,13,23,35,0.0203193033381715,-0.0634789777411376
296,30,36,2.4,3,1,14,0.1611111111111111,12,20,30,0.043844856661045,0.0162254483347566
297,30,44,2.933333333333333,3,1,10,0.1487301587301587,12,20,37,-0.098039215686274,-0.1019219569015725
298,30,31,2.066666666666667,2,1,16,0.05,12,20,28,-0.1200466200466192,0.0306890561667631
299,30,35,2.333333333333333,3,1,12,0.05,13,21,29,-0.1561561561561582,-0.1171910624715002
300,30,40,2.6666666666666665,3,1,12,0.1677777777777777,12,22,33,0.1169977924944813,-0.0766045548654244
301,30,33,2.2,3,1,16,0.0811111111111111,9,16,30,-0.3019323671497594,-0.0830769230769231
302,30,35,2.333333333333333,3,1,11,0.0744444444444444,12,19,30,-0.0439560439560443,-0.0317825886688162
303,30,34,2.2666666666666666,2,1,19,0.1277777777777777,12,19,28,-0.4123606889564328,-0.0573372206025267
304,30,45,3.0,3,1,9,0.3238095238095237,12,22,35,-0.0679690022602517,-0.0729491910303719
305,30,39,2.6,3,1,13,0.1911111111111111,11,20,33,0.3229166666666673,-0.0893054024255788
306,30,40,2.6666666666666665,3,1,9,0.1236507936507936,12,20,35,-0.0304942166140914,-0.0621942697414395
307,30,32,2.1333333333333333,2,1,20,0.0277777777777777,13,22,30,0.2772073921971252,-0.008695652173913
308,30,37,2.466666666666667,3,1,17,0.0944444444444444,12,21,33,0.2586206896551722,-0.0904625460499386
309,30,36,2.4,2,1,13,0.1555555555555555,13,21,32,-0.3018450184501853,-0.0197424892703862
310,30,40,2.6666666666666665,3,1,11,0.1625396825396825,12,22,30,0.0266666666666664,-0.0013908205841446
311,30,41,2.7333333333333334,3,1,7,0.1844444444444444,12,20,33,-0.0535976505139493,-0.0461236506378803
312,30,34,2.2666666666666666,2,1,13,0.0688888888888888,12,20,30,-0.2424691358024699,-0.0446471435429668
313,30,41,2.7333333333333334,3,1,12,0.14,12,20,37,-0.1312861593235427,-0.0635538261997406
314,30,46,3.066666666666667,3,1,11,0.348015873015873,13,22,33,-0.0269336021892552,-0.0070367474589522
315,30,41,2.7333333333333334,3,1,14,0.2822222222222222,13,22,36,0.1632653061224498,-0.0365934797072521
316,30,43,2.8666666666666667,3,1,7,0.1291269841269841,11,18,38,-0.1474534919182686,-0.0598136459272618
317,30,36,2.4,3,1,16,0.1179365079365079,11,18,30,0.0679943100995727,-0.0352941176470588
318,30,42,2.8,3,1,8,0.1558730158730158,12,22,35,0.1136536994660575,-0.0408921933085501
319,30,57,3.8,6,1,6,0.3208513708513709,13,26,44,0.0315928194899559,-0.0140986908358509
320,30,37,2.466666666666667,3,1,14,0.1655555555555555,12,22,31,0.0336769759450174,-0.0610405571487095
321,30,42,2.8,3,1,7,0.2033333333333333,11,19,37,-0.363295880149812,-0.0752419606618795
322,30,37,2.466666666666667,3,1,9,0.1644444444444444,12,21,31,-0.388520971302428,-0.0935960591133005
323,30,40,2.6666666666666665,3,1,10,0.0844444444444444,13,20,34,0.1532258064516118,-0.0062893081761006
324,30,37,2.466666666666667,3,1,14,0.2244444444444444,14,20,31,0.1494252873563216,-0.0597381342062193
325,30,51,3.4,5,1,6,0.2523544973544973,11,18,42,0.1103129810159057,-0.1072514112027789
326,30,34,2.2666666666666666,2,1,12,0.0,13,23,29,0.0997536945812803,-0.0893203883495146
327,30,50,3.333333333333333,5,1,9,0.1946825396825397,13,22,38,0.3721340388007053,-0.0720802919708029
328,30,39,2.6,3,1,15,0.2177777777777777,13,21,32,0.0232131948686622,-0.02
329,30,34,2.2666666666666666,2,1,21,0.1444444444444444,13,20,30,0.3333333333333337,0.0889952153110048
330,30,36,2.4,2,1,10,0.1188888888888888,12,20,31,-0.2318840579710146,-0.0668924640135478
331,30,47,3.1333333333333333,5,1,7,0.1485185185185185,13,24,37,-0.1018211087634568,-0.042864346949067
332,30,40,2.6666666666666665,3,1,12,0.1122222222222222,13,21,35,0.1563786008230461,0.0381312263826863
333,30,47,3.1333333333333333,4,1,10,0.2243650793650794,12,21,35,0.1966988963765999,-0.1022176905429518
334,30,41,2.7333333333333334,4,1,8,0.1122222222222222,12,20,33,0.3827956989247311,-0.0533596837944664
335,30,51,3.4,6,1,12,0.3418253968253968,13,20,38,0.5020627062706268,-0.0816044260027662
336,30,44,2.933333333333333,4,1,8,0.1166666666666666,12,20,39,0.2180595581171933,0.0496205487448919
337,30,43,2.8666666666666667,3,1,7,0.1503968253968254,12,21,36,0.1648507816200854,-0.0815950920245398
338,30,33,2.2,3,1,20,0.0,13,22,32,0.3279022403258632,-0.0206185567010309
339,30,50,3.333333333333333,4,1,8,0.2322222222222222,14,22,40,0.0397263877926846,-0.0912265386294194
340,30,35,2.333333333333333,3,1,9,0.0466666666666666,14,21,30,-0.0577777777777786,-0.0547945205479451
341,30,35,2.333333333333333,3,1,13,0.0833333333333333,11,18,29,-0.0863697705802972,-0.046195652173913
342,30,44,2.933333333333333,4,1,10,0.0477777777777777,14,23,42,0.1055179090029034,-0.0861079219288174
343,30,35,2.333333333333333,2,1,10,0.1677777777777778,13,20,32,-0.1956980177140457,-0.0389610389610389
344,30,40,2.6666666666666665,3,1,11,0.1166666666666666,13,23,33,0.2324561403508773,-0.0048848569434752
345,30,34,2.2666666666666666,3,1,14,0.0777777777777777,12,20,29,0.1695402298850565,0.0004899559039686
346,30,42,2.8,4,1,10,0.0933333333333333,13,20,35,0.1352442470730719,0.0076628352490421
347,30,39,2.6,3,1,14,0.1722222222222222,12,20,33,0.0854978354978343,0.0331753554502369
348,30,40,2.6666666666666665,4,1,12,0.1966666666666666,11,19,33,0.2108281715989901,-0.0360518025901295
349,30,36,2.4,3,1,18,0.1555555555555555,13,21,29,0.5102040816326538,-0.0909090909090909
350,30,37,2.466666666666667,3,1,16,0.1233333333333333,12,19,35,-0.0824468085106386,-0.0789793438639125
351,30,49,3.2666666666666666,4,1,7,0.2633333333333333,12,20,37,-0.2212990936555892,-0.0027285129604365
352,30,53,3.533333333333333,4,1,7,0.3066402116402116,11,19,40,0.0440046002057986,-0.099197808648014
353,30,46,3.066666666666667,3,1,12,0.2055555555555555,12,22,37,0.3305164319248829,-0.1
354,30,36,2.4,3,1,19,0.2255555555555555,14,20,29,0.1521323997453835,-0.0366492146596858
355,30,36,2.4,3,1,10,0.1266666666666666,13,21,30,-0.0273224043715853,-0.0127877237851662
356,30,45,3.0,4,1,8,0.1566666666666666,12,18,37,0.0706985565272362,0.0425531914893616
357,30,69,4.6,6,1,7,0.3684778184778185,11,21,50,-0.1184853014449426,-0.0794027020621
358,30,44,2.933333333333333,4,1,10,0.0885714285714285,13,22,39,0.1454802259887012,-0.0250436808386721
359,30,34,2.2666666666666666,2,1,9,0.146031746031746,11,19,31,-0.3647469458987784,-0.0957031249999999
360,30,41,2.7333333333333334,5,1,11,0.0922222222222222,13,21,35,0.5521350546176759,-0.0373013298734998
361,30,40,2.6666666666666665,3,1,11,0.1566666666666666,12,19,34,-0.0392020412897242,-0.0407876230661041
362,30,40,2.6666666666666665,3,1,12,0.2258730158730158,12,21,33,-0.052631578947368,-0.0400562192550948
363,30,35,2.333333333333333,3,1,13,0.0277777777777777,12,22,34,-0.0200364298724946,-0.0250354274917335
364,30,38,2.533333333333333,3,1,17,0.1344444444444444,13,22,33,0.2271186440677977,-0.0815384615384615
365,30,44,2.933333333333333,4,1,7,0.077063492063492,12,20,38,0.0493318346446859,-0.0541928123217341
366,30,40,2.6666666666666665,3,1,14,0.1399999999999999,12,21,35,0.2275862068965518,-0.0154373927958833
367,30,31,2.066666666666667,2,1,21,0.0777777777777777,13,20,27,-0.1630591630591621,0.0417859187178019
368,30,44,2.933333333333333,4,1,8,0.1646031746031745,12,19,38,0.2376899696048628,-0.0457971014492753
369,30,35,2.333333333333333,3,1,9,0.0,12,20,29,-0.1144986449864503,-0.0581768208886852
370,30,39,2.6,3,1,13,0.2088888888888888,13,21,30,0.1913606911447093,-0.0544391669711362
371,30,43,2.8666666666666667,3,1,11,0.2566666666666666,12,20,34,0.1256354393609285,-0.0772991139627253
372,30,44,2.933333333333333,3,1,7,0.3180952380952381,12,20,37,-0.2784711388455532,-0.0440677966101694
373,30,39,2.6,4,1,8,0.0677777777777777,13,24,32,-0.0396253602305455,-0.0418772563176895
374,30,38,2.533333333333333,3,1,17,0.1877777777777778,11,20,34,0.0144557823129244,-0.0629370629370629
375,30,34,2.2666666666666666,3,1,18,0.0777777777777777,12,20,29,0.0489510489510481,0.0285714285714285
376,30,74,4.933333333333334,6,1,5,0.4006907906907905,12,20,53,-0.150873323832014,-0.0795040116703136
377,30,36,2.4,3,1,13,0.1392857142857143,13,20,31,0.0346283783783783,-0.0497427101200686
378,30,33,2.2,2,1,22,0.1555555555555555,12,21,29,-0.0900900900900893,-0.0460122699386503
379,30,46,3.066666666666667,3,1,7,0.2652380952380952,13,22,37,0.076458961822532,-0.0697674418604651
380,30,40,2.6666666666666665,3,1,9,0.1967460317460317,9,18,34,-0.3015030946065429,-0.0705244122965641
381,30,46,3.066666666666667,4,1,9,0.2073015873015873,13,20,35,0.273420479302832,-0.0232798758406621
382,30,49,3.2666666666666666,5,1,8,0.0598412698412698,13,22,41,0.241045498547918,-0.036787689348401
383,30,34,2.2666666666666666,2,1,13,0.1388888888888889,10,17,29,-0.3164983164983195,-0.0635071090047393
384,30,33,2.2,2,1,20,0.1777777777777777,12,18,25,0.0510204081632662,0.054140127388535
385,30,45,3.0,4,1,9,0.2344444444444444,12,23,36,0.3146359583952456,0.0082644628099173
386,30,41,2.7333333333333334,4,1,18,0.0752380952380952,11,19,34,0.2664978902953594,-0.0578895137280847
387,30,44,2.933333333333333,4,1,7,0.0655555555555555,14,23,39,-0.1003482114593217,0.0674124227259346
388,30,59,3.933333333333333,6,1,9,0.2642039442039442,12,23,44,0.3848971541279226,-0.0232856913441464
389,30,38,2.533333333333333,3,1,12,0.1777777777777777,12,19,32,0.2269170579029716,0.0532276330690826
390,30,43,2.8666666666666667,4,1,9,0.1677777777777777,13,21,35,0.1672847136382357,-0.0676913981673071
391,30,35,2.333333333333333,2,1,19,0.2611111111111111,12,20,28,-0.0729927007299255,-0.0049349484073575
392,30,41,2.7333333333333334,3,1,8,0.1558730158730158,12,19,33,0.0218551885218556,-0.0744827586206896
393,30,39,2.6,3,1,9,0.16,11,20,33,0.0135501355013539,-0.0625920471281295
394,30,35,2.333333333333333,3,1,11,0.0488888888888888,12,19,32,-0.1620185922974774,-0.0158730158730158
395,30,50,3.333333333333333,4,1,10,0.309100529100529,12,20,41,-0.0664372131831455,-0.0267857142857142
396,30,59,3.933333333333333,5,1,6,0.3735978835978837,11,20,45,0.2093802345058625,-0.0059514235161653
397,30,32,2.1333333333333333,2,1,16,0.1055555555555555,11,21,28,0.063063063063063,-0.0620985010706638
